name,rate,Mean Rating,cuisines,cost
New Punjabi Hotel,3.7,3.22,north indian chinese,400.0
Baisakhi,3.8,3.37,north indian,500.0
Lassi Shop,3.5,3.26,beverages ice cream fast food,300.0
The Blue Wagon - Kitchen,4.6,4.56,cafe beverages,400.0
Biriyani Mane,3.7,3.27,biryani chinese north indian,700.0
Sri Krishna Darshini,3.1,2.33,south indian north indian chinese,200.0
Willys Top Cafe,4.0,3.67,cafe continental asian,750.0
Srinathji's Cafe,3.8,3.37,north indian cafe chinese fast food,550.0
New Prashanth Hotel,3.9,2.95,biryani north indian seafood andhra,650.0
Tiwari's,3.8,3.42,north indian street food,200.0
Srikrishna Bhavan,3.8,3.37,south indian north indian chinese,300.0
De Thaali,3.9,3.52,north indian chinese rolls,550.0
Ice Land,3.6,3.07,ice cream desserts,300.0
Vasanth Vihar - Since 1965,3.6,3.07,south indian street food,150.0
Ice Stone Creamery,3.7,3.22,desserts ice cream,400.0
D View Cafe,4.0,3.67,cafe italian chinese beverages,1.0
The Trundle,3.7,3.22,chinese thai continental north indian,700.0
Rajdhani Thali Restaurant,3.9,3.52,north indian,900.0
Kadala Tarangaa,3.6,3.11,mangalorean seafood north indian,600.0
Tree Top,3.8,3.37,continental chinese north indian south indian,1.0
Cafe Aira,4.1,3.81,cafe continental beverages desserts,500.0
Mulabagilu Dosa,3.6,3.07,south indian,100.0
Foodizo,3.6,3.07,desserts fast food continental,300.0
Karma Kaapi,4.4,4.26,beverages tea,250.0
Arabian Bites,3.4,2.78,north indian chinese,300.0
The Krishna Grand,3.9,3.52,north indian south indian chinese fast food juices,750.0
Anand Sweets and Savouries,3.9,3.44,mithai street food,400.0
Bake and Juice,3.5,2.93,fast food beverages,400.0
Green Gardenia,3.8,3.37,north indian chinese,700.0
Krazzy Folds,4.2,3.96,cafe continental sandwich beverages,800.0
Hotel Pork Paradise,3.7,3.22,south indian,300.0
Chats Point,3.4,2.78,fast food street food,150.0
Rajvardhan Foods,3.9,3.52,street food maharashtrian,300.0
New Prashanth Hotel,3.6,2.95,south indian biryani chinese north indian,750.0
Veganbreak24x7,2.8,1.89,south indian chinese continental biryani,199.0
Timepass Dinner,3.8,3.37,north indian,600.0
Aniram's,4.1,3.81,chinese north indian,500.0
Sri Krishna Veg,3.5,2.93,south indian,100.0
The Chaat Shop,2.5,1.7,fast food,200.0
SGS Non Veg - Gundu Pulav,3.8,3.43,biryani fast food,400.0
Crafted Plate,4.2,3.96,cafe asian burger continental italian salad,600.0
Gufha - The President Hotel,4.1,3.81,north indian afghani mughlai,1.2
Cafe 221B,3.7,3.22,cafe beverages,300.0
Desi Rasoi,3.8,3.37,biryani north indian chinese rajasthani,600.0
Parathe Wali Gali,3.9,3.52,north indian,250.0
Red Onion,4.3,4.11,chinese north indian biryani kebab,1.2
Spice Elephant,4.1,3.81,chinese north indian thai,800.0
Baba Chatkora,4.1,3.81,north indian street food,1.0
Eat Repeat,3.9,3.52,south indian,150.0
Kapoor's Cafe,4.2,3.86,north indian,800.0
Chulha Chauki Da Dhaba,4.2,3.96,north indian,800.0
Dal Tadkaa,2.5,1.44,north indian,500.0
RS Shiv Sagar,3.7,3.22,north indian chinese south indian fast food juices,450.0
Mainland China,4.3,4.11,chinese momos,1.7
Food Springs,4.0,3.67,south indian chinese,400.0
Miss Momo,3.2,2.48,tibetan momos,250.0
The Jade Kitchen,4.0,3.67,chinese thai,400.0
Kamat Minerva,2.6,1.59,south indian north indian chinese,300.0
Gujrati Mess,3.6,3.07,gujarati,200.0
Kollapuri's,3.9,3.52,south indian mangalorean,450.0
Davangere Benna Dose Hotel,4.1,3.81,south indian,100.0
1980s Games Cafe,3.4,2.78,cafe fast food,400.0
Harshi Super Sandwich,3.8,3.37,fast food street food,150.0
Chung's Chinese Corner,3.9,3.52,chinese,700.0
Jalsa,4.1,3.81,north indian mughlai chinese,800.0
Punjabi Raswada,3.5,2.93,north indian,800.0
The Yellow Chilli,3.8,3.37,north indian mughlai biryani,1.2
New Banashankari Donne Biryani,3.5,2.93,biryani north indian,300.0
B & B The Pub,3.6,3.07,asian continental,1.0
Lumbini Snax,3.3,2.7,burger fast food italian,300.0
Cake Of The Day,3.2,2.48,bakery,150.0
Cake Art,3.5,2.93,bakery,400.0
Garage Pizza,3.2,2.48,pizza,400.0
Night Restro,3.1,2.33,north indian chinese,500.0
Millet Mama,3.9,3.52,south indian healthy food,200.0
Kholi Mane,3.6,3.07,andhra south indian biryani north indian,450.0
Mint and Mustard,4.0,3.67,north indian chinese,750.0
Chamrajpet Kabab Junction,3.2,2.48,north indian mughlai,250.0
Yummy Momos,3.2,2.68,chinese tibetan fast food,200.0
Karnataka Bhel House,4.1,3.81,street food,100.0
Just Bake,3.3,2.48,bakery desserts,400.0
Namma Kudla,3.9,3.52,mangalorean north indian chinese seafood,400.0
Restro Cafe,3.8,3.37,cafe,400.0
Shake Tat Bottle,3.3,2.63,beverages,200.0
Jalpaan,4.0,3.67,north indian continental,900.0
Central Jail Restaurant,3.8,3.32,andhra seafood north indian chinese,700.0
Dal Roti,3.7,3.22,north indian,150.0
Gandharva Family Restaurant,3.6,3.07,north indian chinese,900.0
Chutney Chang,4.1,3.81,north indian chinese bbq,1.5
Kudla - Hotel Ramanashree,4.1,3.81,south indian andhra chinese,1.2
Kataria's Pakwan,3.2,2.48,north indian,400.0
Kamat Bugle Rock,3.9,3.52,south indian fast food,300.0
Hara Fine Dine,4.0,3.67,north indian chinese,800.0
The Royal Corner - Pai Viceroy,4.2,3.96,north indian chinese,900.0
Utsav,3.7,3.22,north indian street food,200.0
Subz,4.2,3.96,north indian south indian,1.0
Hotel Ruchi Priya,3.6,3.07,north indian,350.0
Anupam's Coastal Express,4.1,3.81,seafood mangalorean south indian,600.0
New Rajadhani Spicy,3.7,3.22,north indian,700.0
Bella,3.9,3.52,mangalorean seafood south indian,1.0
Polamma's Mess,4.2,3.96,north indian chinese biryani,300.0
B.M.W Bhookh Mitaane Wala,3.5,2.93,north indian south indian chinese,500.0
Cable Car,4.4,4.26,north indian italian,1.0
Dakshin Kitchen,3.6,3.07,south indian,100.0
South Kitchen,4.3,4.11,south indian,100.0
Roofnic,3.1,2.33,fast food,300.0
Sri Krishna Sagar,3.2,2.6,north indian chinese,400.0
Vindu Andhra Ruchulu,3.8,3.37,biryani north indian andhra,800.0
Tawa Sagara,3.8,3.37,mangalorean seafood,700.0
Mandi,3.8,3.37,north indian,800.0
Brews N Bites,2.9,1.89,chinese fast food cafe,650.0
Earth Plate Express,3.9,3.52,italian continental,600.0
The Lounge - Eden Park Restaurants,3.7,3.22,north indian afghani,1.35
Samskruti - Sanman Gardenia,4.1,3.81,north indian chinese south indian,550.0
Freeze It,3.5,2.98,ice cream,300.0
Redberrys,4.0,3.67,cafe italian,600.0
1947,4.1,3.76,north indian chinese,950.0
Mayuri,4.0,3.67,north indian chinese,650.0
Nandhini Deluxe,3.5,2.42,north indian,600.0
Hotboxit,3.8,3.37,north indian continental italian,400.0
The Sofraah Kebabs & Kurries - Eden Park Restaurants,3.8,3.37,north indian afghani,1.35
Kidambi's Kitchen,3.5,2.93,south indian,300.0
Kotian Karavali Restaurant,3.5,2.93,south indian biryani,300.0
Beijing Bites,2.7,2.23,chinese thai,850.0
Coffee Bytes,3.1,2.33,fast food south indian,100.0
Food Geek,3.8,3.37,sandwich fast food rolls,350.0
Happy Chopsticks,3.6,3.07,chinese fast food,300.0
Bhandary's Kitchen,3.6,3.07,north indian,300.0
Parika Multicuisine Restaurant,3.8,3.37,north indian chinese mughlai,1.2
Eshanya,4.1,3.81,north indian chinese,1.0
Siddique Kabab Centre,3.1,2.33,mughlai north indian kebab rolls chinese,550.0
The Lassi Park,4.1,3.81,juices desserts,200.0
Upahara Darshini,3.9,3.62,north indian chinese south indian fast food,600.0
Targaryen's Kitchen,3.6,3.07,chinese north indian mughlai,600.0
Shri Vinayaka Ice N Juice,3.7,2.6,fast food beverages,200.0
Desi Cream Junction,3.7,3.22,chinese north indian pizza italian,650.0
Kickin Burger,3.1,2.33,fast food,400.0
Grow Fit,3.6,3.07,healthy food north indian thai,500.0
Baker's Glove,3.3,2.63,desserts bakery,550.0
Vennela Andhra Meals,3.0,2.19,andhra,400.0
Upahara Sagar,3.0,2.19,south indian north indian chinese,300.0
Gustoes Beer House,4.1,3.81,continental italian mexican north indian chinese steak,1.2
Clove Rooftop,3.8,3.37,konkan seafood,1.0
K27 - The Pub,3.1,2.33,chinese north indian,1.0
Darbar,3.0,2.19,north indian chinese,800.0
Ganesh Grand,3.7,3.22,south indian north indian desserts,300.0
Falafal,3.3,2.63,healthy food juices,200.0
VEGeatz,3.4,2.78,south indian north indian,200.0
Heritage Cafe,3.6,3.07,fast food tea,200.0
Chef Master,3.8,3.37,kerala north indian chinese,300.0
Adithya,3.2,3.31,north indian chinese,400.0
Jayanagar Grill House,3.5,2.93,biryani kebab,250.0
Mane Holige,4.3,4.11,mithai south indian,200.0
Nagarjuna Chimney,4.0,3.67,andhra biryani,600.0
Kailash Parbat,3.8,2.7,south indian chinese north indian,1.2
Enerjuvate Studio & Cafe,4.2,3.96,cafe continental beverages healthy food desserts sandwich pizza salad,800.0
Corner House Ice Cream,4.3,4.14,ice cream desserts,400.0
Cafe Cosy,4.1,3.81,cafe chinese continental fast food,800.0
Peppy Peppers,4.2,3.96,italian north indian mexican,800.0
Roving Feast,4.0,3.67,italian continental fast food chinese momos,450.0
Mishra's Pedha Big Foods,3.9,3.52,desserts mithai,200.0
La Casa,3.6,3.07,continental italian chinese north indian,800.0
Sugar Rush,3.8,3.37,bakery desserts,300.0
Revoli Hotel,3.5,2.93,south indian chinese,450.0
Al-Madina Restaurant,3.4,2.78,arabian north indian chinese kerala,400.0
Alfa Family Restaurant,3.0,2.19,north indian arabian chinese,400.0
Trendz Corner,3.6,3.07,south indian north indian,200.0
Rolls On Wheels,3.6,2.88,fast food rolls momos,300.0
Fishland Deluxe,3.5,2.93,south indian north indian chinese kebab,500.0
Hungry Lion,3.0,2.19,street food beverages,200.0
Kolbeh,3.7,3.22,fast food,500.0
Upahar Sagar,3.8,3.37,south indian chinese north indian,350.0
Adda,3.3,2.63,south indian,300.0
4th Tea Block,4.0,3.67,cafe,150.0
Parimala Sweets,3.5,2.93,mithai street food,200.0
Big Bites,3.6,3.07,chinese fast food,200.0
The Big O Bakes,4.0,3.67,bakery desserts,300.0
The Taj Hotel,3.5,2.93,biryani mughlai,350.0
Vijaya Sagar,3.6,3.07,south indian north indian chinese,300.0
Krishna Sagar,3.5,2.93,north indian,200.0
Cuppa,3.2,2.73,cafe fast food,550.0
Divina - Eden Park Restaurants,4.0,3.67,desserts,400.0
Kaggis,3.8,3.37,fast food bakery,250.0
Juicemaker,3.8,3.37,juices fast food,300.0
Ayda Persian Kitchen,3.7,3.22,north indian iranian,950.0
Rakesh Kumar Pani Poori,3.6,3.07,street food,100.0
Take A Break,3.4,2.78,north indian,600.0
Chatar Patar,3.7,3.22,fast food street food,300.0
Sihi Chocolaterie,3.7,3.22,desserts,300.0
Fitbakes,3.6,3.07,bakery healthy food,400.0
Cakes & Slices,3.5,2.93,bakery desserts,300.0
MRS Paradise,3.4,2.78,south indian north indian chinese,650.0
Sri Udupi Veg,3.3,2.63,south indian,250.0
Atithi Point Ande Ka Funda,3.1,2.33,north indian,150.0
Parjanya Chat Zone,3.3,2.63,street food fast food,200.0
Kwality Wall's Swirl's Happiness Station,2.9,2.04,ice cream desserts,200.0
Rustic Treats,3.3,2.63,street food cafe,400.0
Hotel Coronation,3.3,2.63,north indian chinese kebab rolls,350.0
Kolkata Restaurant,3.0,2.19,bengali north indian chinese,300.0
Kamat Restaurant,3.6,3.07,south indian north indian chinese desserts juices,400.0
Sk Grand Hotel,3.2,2.48,south indian,400.0
As On Fire,3.5,2.93,pizza fast food bbq,400.0
Drunken Monkey,3.9,3.85,beverages fast food,400.0
Parivar,3.8,3.37,north indian chinese,500.0
Kamat Swaad,3.9,3.52,south indian north indian chinese,400.0
J Spice,3.8,3.37,north indian chinese,750.0
Cakeport,3.4,2.78,bakery,400.0
Cafe Mist,3.8,3.37,cafe american continental italian,500.0
Great Indian Rolls,3.3,2.58,rolls,100.0
Kaulige Millet Corner,3.3,2.63,healthy food south indian,150.0
Petoo,3.9,3.39,north indian fast food street food,800.0
Just Sandwiches,3.6,3.07,sandwich,100.0
V B Bakery,4.2,3.96,bakery,150.0
Corner House Ice Cream,4.3,4.14,ice cream desserts,400.0
Sri Venkateshwara Sweet Meat Stall,4.0,3.67,mithai street food north indian chinese,400.0
XO Belgian Waffle,3.9,3.72,desserts beverages,400.0
Bakers Day,3.9,3.52,bakery desserts,200.0
Amma's Pastries,3.9,3.41,bakery,400.0
Iceberg Icecreams,4.0,3.67,desserts ice cream,250.0
Baskin Robbins,3.7,3.22,ice cream desserts,250.0
Amande Patisserie,4.0,3.67,bakery french desserts,300.0
Fudge,3.8,3.07,desserts momos,200.0
Redberrys,4.0,3.67,cafe italian,600.0
Srinivasa Brahmins Bakery,3.6,3.07,bakery street food,150.0
Jain Bakes,3.6,3.07,bakery desserts,250.0
Polar Bear,3.8,3.47,ice cream desserts beverages sandwich,400.0
Havmor,3.8,3.19,ice cream desserts,200.0
Cafe Aira,4.1,3.81,cafe continental beverages desserts,500.0
KC Das - Sweet Spot,3.6,3.07,mithai street food,200.0
Diabetics Dezire Sugarless Sweets and Bakes,3.3,2.63,desserts mithai,300.0
Sri Ganesh Sweets,3.7,3.22,mithai,250.0
Frozen Bottle,4.1,3.59,beverages desserts,400.0
A2B Veg - Adyar Ananda Bhavan,2.7,1.74,south indian fast food street food,400.0
The Bakery World,3.7,3.22,bakery desserts,250.0
Cake Yard,3.3,2.67,desserts,250.0
Old Mumbai Ice Cream,3.8,3.48,ice cream,150.0
Sri Krishna Sweets,3.7,3.22,mithai desserts,250.0
Cake Ghar,3.8,3.37,bakery,400.0
Just Bake,3.3,2.48,bakery desserts,400.0
Mumbai Badam Milk & Lassi Center,3.6,3.07,beverages desserts,100.0
Thanco's Natural Ice Cream,3.6,3.07,ice cream desserts,450.0
Shringar Sweets & Snacks,3.5,2.93,mithai south indian street food fast food,200.0
Asha Sweets Centre,3.6,3.16,fast food,250.0
Cake Of The Day,3.2,2.48,bakery,150.0
Cake Art,3.5,2.93,bakery,400.0
Ibaco,3.8,3.52,desserts,300.0
Tea Villa Cafe,4.3,4.11,cafe continental mediterranean italian desserts,800.0
Milano Ice Cream,4.5,4.41,ice cream desserts,400.0
Mane Holige,4.3,4.11,mithai south indian,200.0
Maiyas,4.0,3.67,north indian south indian fast food juices,200.0
Natural Ice Cream,4.4,4.16,ice cream desserts,150.0
The Caramelts Cafe,4.2,3.96,cafe salad wraps beverages,800.0
Cool Joint,4.2,3.96,beverages desserts,250.0
Poonam Sweets,4.4,4.26,mithai,150.0
Bubblewrap Waffle Co.,4.4,4.26,desserts beverages,400.0
Mishra's Pedha Big Foods,3.9,3.52,desserts mithai,200.0
Dr. Bubbles,4.2,3.96,beverages desserts,400.0
Cakewala,4.2,4.04,bakery desserts,500.0
The Belgian Waffle Co.,3.8,3.37,desserts beverages,350.0
Roll Over,4.1,3.81,desserts ice cream beverages fast food sandwich,500.0
Starbucks,4.1,3.67,cafe desserts,700.0
Stoned Monkey,4.3,3.91,desserts ice cream,500.0
Jalaram Sweets,3.8,3.37,desserts mithai,250.0
Chocoberry,3.5,2.93,ice cream desserts beverages,400.0
Magic Meals,3.7,3.22,fast food desserts beverages,400.0
San Churro Cafe,3.8,3.37,cafe mexican italian,800.0
Krispy Kreme,4.0,3.44,desserts beverages,300.0
Sugar Rush,3.8,3.37,bakery desserts,300.0
Big Mishra Pedha,2.9,2.27,mithai,250.0
Kanti Sweets,4.0,3.54,mithai street food,400.0
Iyengar Bakery,3.6,3.12,bakery fast food desserts beverages,200.0
Keventers,3.9,3.3,desserts beverages ice cream,400.0
The Studio Cafe,3.8,3.37,cafe beverages,400.0
Baker's Glove,3.3,2.63,desserts bakery,550.0
Sreeraj Lassi Bar,4.1,3.72,beverages desserts,150.0
Anand Sweets and Savouries,3.7,3.44,mithai street food,400.0
Kirthi's Biryani,3.8,3.37,chinese cafe italian,700.0
Durga Bikaner Sweets,3.7,3.22,street food mithai,100.0
Iyengar Bakery,3.7,3.12,bakery,200.0
Waffle Stories,4.2,3.86,desserts beverages,300.0
Parimala Sweets,3.5,2.93,mithai street food,200.0
Apsara Ice Cream,4.1,3.72,ice cream desserts,200.0
The Big O Bakes,4.0,3.67,bakery desserts,300.0
Divina - Eden Park Restaurants,4.0,3.67,desserts,400.0
Kaggis,3.8,3.37,fast food bakery,250.0
Cocoa Bakes,3.6,3.07,bakery desserts,350.0
Take A Break,3.4,2.78,north indian,600.0
Cakeport,3.4,2.78,bakery,400.0
Waffle-A-Go Go,3.9,3.52,fast food desserts ice cream,400.0
Freeze It,3.5,2.98,ice cream,300.0
Pop Hop,4.1,3.81,ice cream desserts,300.0
Sihi Chocolaterie,3.7,3.22,desserts,300.0
Fitbakes,3.6,3.07,bakery healthy food,400.0
Cakes & Slices,3.5,2.93,bakery desserts,300.0
Kulfreeze,3.9,3.52,ice cream desserts,200.0
Arun Ice Cream,3.4,2.78,ice cream desserts,150.0
Kwality Wall's Swirl's Happiness Station,2.9,2.04,ice cream desserts,200.0
Sweet N Swirl,3.2,2.48,desserts ice cream,150.0
Roti Ghar,3.9,3.52,north indian chinese south indian,500.0
The Rogue Elephant,4.3,4.11,desserts asian beverages,1.0
Mint and Mustard,4.0,3.67,north indian chinese,750.0
Grand Village,3.8,3.37,north indian rajasthani,600.0
Bharjari Oota,3.9,3.52,south indian,350.0
Onesta,4.6,4.44,pizza cafe italian,600.0
Baba Chatkora,4.1,3.81,north indian street food,1.0
Gokul Veg,3.8,3.37,north indian chinese beverages,750.0
Steaming Mugs,3.9,3.52,cafe,700.0
Baisakhi,3.8,3.37,north indian,500.0
SLV Corner Restaurant,4.1,3.81,south indian chinese north indian street food rolls juices,550.0
Soho Bar & Grill,2.7,1.74,north indian chinese thai,1.1
Srinathji's Cafe,3.8,3.37,north indian cafe chinese fast food,550.0
Timepass Dinner,3.8,3.37,north indian,600.0
Aadhya Hotel,3.3,2.63,south indian north indian chinese biryani,800.0
Kollapuri's,3.9,3.52,south indian mangalorean,450.0
Zephyr,3.9,3.52,italian continental,650.0
Nandhini Deluxe,3.6,2.42,andhra chinese north indian,800.0
Nisarga Garden Restaurant,3.4,2.78,south indian chinese desserts beverages,350.0
Redberrys,4.0,3.67,cafe italian,600.0
New Prashanth Hotel,3.9,2.95,south indian,400.0
Prakash Cafe,3.4,2.78,south indian,700.0
Beetle Juice Bar - Springs Hotel & Spa,3.7,3.22,finger food,2.2
Cafe Aira,4.1,3.81,cafe continental beverages desserts,500.0
Cafe Mondo,3.7,3.22,cafe italian beverages,600.0
Little Cafe,3.7,3.22,cafe beverages,600.0
A2B Veg - Adyar Ananda Bhavan,2.7,1.74,south indian fast food street food,400.0
MG's Fine Dining & Bar - Springs Hotel & Spa,3.8,3.37,north indian asian continental,800.0
Curry Leaves,4.1,3.81,andhra north indian chinese,800.0
House Of Kebabs,3.8,3.37,north indian kebab biryani chinese,650.0
1980s Games Cafe,3.4,2.78,cafe fast food,400.0
RS Shiv Sagar,3.7,3.22,north indian chinese south indian fast food juices,450.0
South Point Pub,3.4,2.78,north indian seafood chinese,800.0
Swadd Kitchen,3.4,2.78,north indian fast food,500.0
Ma-Arya Family Restaurant,3.7,3.22,biryani south indian north indian chinese andhra,600.0
Cafe Coffee Day,2.8,2.7,cafe fast food,900.0
Pramukh Family Restaurant,3.9,3.52,north indian chinese mughlai,700.0
Upahara Darshini,3.9,3.62,north indian chinese south indian fast food,600.0
New Prashanth Hotel,2.9,2.95,south indian biryani chinese north indian,750.0
Shringar Sweets & Snacks,3.5,2.93,mithai south indian street food fast food,200.0
B & B The Pub,3.6,3.07,asian continental,1.0
The Upper Deck - Raaj Residency,3.6,3.07,north indian chinese,800.0
Chai Mane,3.2,2.88,beverages sandwich,100.0
Anand Sagar Inn,3.3,2.63,south indian north indian chinese,450.0
Belly Squad Food Truck,3.8,3.37,chinese rolls biryani momos,300.0
Gandharva Family Restaurant,3.6,3.07,north indian chinese,900.0
Mavalli Tiffin Room (MTR),4.5,4.41,south indian,250.0
Vidyarthi Bhavan,4.4,4.26,south indian,150.0
Brahmin's Coffee Bar,4.8,4.85,south indian,100.0
Eat Repeat,3.9,3.52,south indian,150.0
Kabab Magic,4.1,3.44,north indian kebab chinese fast food,400.0
Sri Guru Kottureshwara Davangere Benne Dosa,4.1,3.81,south indian,150.0
Energy Addaa,4.2,3.96,salad healthy food sandwich juices burger desserts pizza,500.0
Karnataka Bhel House,4.1,3.81,street food,100.0
KFC,3.8,3.26,burger fast food,400.0
Bhavani Restaurant,3.9,3.52,south indian north indian chinese,300.0
Chinese Kitchen,3.8,3.37,chinese,150.0
McDonald's,3.6,3.42,burger fast food,500.0
Hotel Dwarka,4.2,3.96,south indian,250.0
Vijayalakshmi,3.9,3.52,south indian,200.0
Puliyogare Point,4.2,3.96,south indian,100.0
Hari Super Sandwich,4.1,3.72,fast food street food,200.0
South Kitchen,4.3,4.11,south indian,100.0
Udupi Sri Krishna Bhavan,4.1,3.81,south indian,600.0
Goli Vada Pav No. 1,3.7,3.07,street food,200.0
Udupi Grand,3.8,3.37,south indian north indian chinese,300.0
Ice Thunder,3.8,3.37,south indian fast food north indian desserts,300.0
Millet Mama,3.9,3.52,south indian healthy food,200.0
Domino's Pizza,3.9,3.18,pizza fast food,400.0
Upahara Darshini,4.2,3.62,south indian,150.0
Chinese Square,3.9,3.52,chinese,200.0
Cool Corner,4.2,3.96,street food fast food,250.0
Sandwichwallas,4.0,3.37,fast food,200.0
Twiststick House,4.1,3.81,continental fast food street food momos,500.0
By 2 Coffee,3.7,3.62,south indian,100.0
Kamat Bugle Rock,3.9,3.52,south indian fast food,300.0
Mahalaxmi Tiffin Room,4.1,3.81,south indian,100.0
Lalbagh Grand,3.1,2.23,south indian north indian chinese,250.0
Pizza Hut,2.9,2.42,pizza fast food,750.0
Polar Bear,3.9,3.47,desserts ice cream beverages sandwich,400.0
Kaulige Millet Corner,3.3,2.63,healthy food south indian,150.0
Ganesh Grand,3.7,3.22,south indian north indian desserts,300.0
Kadala Tarangaa,3.7,3.11,seafood chinese south indian north indian,300.0
Chinese Corner,2.8,1.89,chinese,200.0
Basavanagudi Mylari,4.0,3.67,south indian,300.0
Mulabagilu Dosa,3.6,3.07,south indian,100.0
Kolkata King,3.6,2.88,fast food rolls,300.0
Subway,3.8,3.03,salad fast food sandwich healthy food,500.0
New Modern Hotel,4.2,3.96,south indian,150.0
The Sip Shop,3.3,2.63,pizza beverages ice cream,200.0
Sri Krishna Veg,3.5,2.93,south indian,100.0
Shrinidhi Military Hotel,3.3,2.63,north indian mughlai,300.0
Ganesh Chats,3.7,3.22,street food fast food,100.0
New Udupi Anand Bhavan,3.5,2.93,south indian,150.0
Hotel Janatha,4.1,3.81,south indian,150.0
New Chickpete Donne Biryani,3.5,2.93,biryani,250.0
Dakshin Kitchen,3.6,3.07,south indian,100.0
Nammura Donne Biriyani,3.5,2.83,mughlai biryani,400.0
Chaatimes,3.9,3.39,street food fast food,200.0
New Shanthi Sagar,2.7,1.74,south indian north indian chinese street food,600.0
The Chaat Shop,2.5,1.7,fast food,200.0
Shree Venkateshwara North Karnataka Hotel,4.0,3.67,south indian,200.0
Faasos,3.4,3.65,north indian biryani fast food,500.0
Shreyas Upahar & Burger Point,3.2,2.28,south indian burger,200.0
Sri Krishna Darshini,3.1,2.33,south indian north indian chinese,200.0
Kamat Minerva,2.6,1.59,south indian north indian chinese,300.0
Juice Junction Food Court,3.8,3.26,juices south indian chinese fast food,200.0
Food Geek,3.8,3.37,sandwich fast food rolls,350.0
Great Indian Rolls,3.2,2.58,rolls,100.0
Kesar Rajasthani Parotha Point,3.9,3.52,north indian rajasthani,200.0
Kholi Mane,3.6,3.07,andhra south indian biryani north indian,450.0
Harshi Super Sandwich,3.8,3.37,fast food street food,150.0
Shri Vinayaka Ice N Juice,3.1,2.6,beverages fast food,150.0
Inchara Restaurant,3.3,2.63,north indian chinese,300.0
Sri Idli Mane,3.7,3.22,south indian,150.0
Chamarajpet Non Veg Restaurant,3.6,3.07,south indian biryani,200.0
Sri Vasavi Mane Thindi,2.9,2.04,south indian,150.0
New Banashankari Donne Biryani,3.5,2.93,biryani north indian,300.0
Ganga Sagar,3.7,3.22,street food,150.0
Joshi's Mumbai Masala,3.3,2.63,street food fast food,150.0
Uphara Kendra,3.6,3.07,south indian,100.0
Hotel Girish,3.2,2.48,south indian,300.0
Gowdru Military Hotel,3.3,2.56,biryani seafood south indian,150.0
50-50 EATING HOUSE,3.2,2.48,south indian biryani,100.0
Lumbini Snax,3.4,2.7,burger fast food italian,300.0
Chamrajpet Kabab Junction,3.2,2.48,north indian mughlai,250.0
Subzero Korner,3.3,2.63,fast food,250.0
Garage Pizza,3.2,2.48,pizza,400.0
Om Shiva Shakthi Chats Centre,3.9,3.52,street food fast food,300.0
Swarga Ruchi,3.3,2.63,south indian,200.0
Rolls Corner,3.6,3.07,fast food rolls,150.0
Pizza Stop,3.8,3.22,pizza italian,600.0
Happy Chopsticks,3.6,3.07,chinese fast food,300.0
Roofnic,3.1,2.33,fast food beverages,300.0
Five Star Chicken,3.3,2.94,fast food,200.0
Burger King,4.0,3.03,burger fast food beverages,600.0
Rajastani Rasoi,3.2,2.48,north indian,100.0
Subz,4.2,3.96,north indian south indian,1.0
Meghana Foods,4.5,4.31,biryani andhra north indian seafood,600.0
Gufha - The President Hotel,4.1,3.81,north indian mughlai afghan,1.2
1947,4.1,3.76,north indian chinese,950.0
Go Native,4.3,4.11,healthy food cafe beverages,800.0
Chutney Chang,4.1,3.81,north indian chinese bbq,1.5
Once Upon a Rooftop,4.3,4.11,pizza italian chinese thai,1.0
Thyme & Whisk,4.2,3.96,asian chinese continental italian,800.0
Fusion Theory,4.1,3.81,continental biryani desserts italian north indian chinese modern indian asian,700.0
Toscano,4.3,4.11,italian salad,1.3
Ranganna Military Hotel,4.2,3.96,south indian biryani,350.0
Kapoor's Cafe,4.0,3.86,north indian,800.0
Central Jail Restaurant,3.7,3.32,andhra seafood north indian chinese,700.0
Alchemy Coffee Roasters,4.2,3.96,cafe,500.0
Andhra Ruchulu,4.1,3.89,andhra biryani north indian chinese,1.0
Brew Meister,4.1,3.81,north indian continental finger food american asian,1.5
Rooftop Cafe,4.1,3.81,cafe fast food beverages,400.0
Mini Punjabi Dhaba,4.2,3.96,north indian,350.0
Empire Restaurant,4.4,3.94,north indian mughlai south indian chinese,750.0
Jalsa,4.1,3.81,north indian mughlai chinese,800.0
Jalpaan,4.0,3.67,north indian continental,900.0
Nagarjuna Chimney,4.0,3.67,andhra biryani,600.0
Biryanis And More,4.1,3.72,biryani north indian chinese andhra south indian,750.0
Enerjuvate Studio & Cafe,4.2,3.96,cafe continental beverages healthy food desserts sandwich pizza salad,800.0
Salut,4.1,3.81,continental finger food seafood pizza,1.2
Wamama,4.2,3.96,asian korean indonesian japanese chinese thai momos,800.0
Cafe Cosy,4.1,3.81,cafe chinese continental fast food,800.0
Patio 805,4.1,3.81,thai vietnamese asian chinese,1.2
Rajathadri Food Fort,4.0,3.67,south indian north indian chinese street food,600.0
Mangalore Pearl,3.8,3.37,mangalorean seafood chinese biryani,650.0
Vinny's,4.2,3.96,pizza italian continental desserts,800.0
The Caramelts Cafe,4.2,3.96,cafe salad wraps beverages,800.0
Prems Graama Bhojanam,4.3,4.11,south indian,400.0
Eurasia Pasta and Barbeque by Little Italy,4.1,3.81,italian fast food salad bbq,1.2
